claim_id,value,strength,quadrant,carries,cites,rests_on,depth,genesis,v1_structural,v2_semantic,v3_falsifiable,v4_foundation,v5_external,value_floored,external_question,lean_status,release_status,book,lean_module
D0-IF-KS-FORMULA-FIX-001,26.7,100,BALLAST,0,5,1,1,False,13.7,9.0,4.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_09,D0.Claims.FibonacciIfBridge;D0.Claims.FibonacciFusionRing
D0-REHEATING-HEAT-TRACE-JUMP-001,26.7,100,BALLAST,0,4,0,0,True,12.3,10.4,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_08,D0.Cosmology.ReheatingHeatTraceJump
D0-ALPHA-SEAM-FORM-FORCED-001,26.7,5,DRIFT,0,5,0,,,13.7,0.0,13.0,0.0,0.0,,,OPEN,PROOF-TARGET,BOOK_02,
D0-DARK-EOS-DISCRETE-SET-001,26.6,100,BALLAST,0,1,2,2,False,5.3,12.3,9.0,0.0,0.0,,,LEAN_PROVED,CORE_BRIDGE_SPLIT,BOOK_08,D0.Synthesis.RoleOrientationEOS;D0.Synthesis.DarkEOSDiscreteSet;D0.Synthesis.LambdaCDMExcluded;D0.Synthesis.RoleModelDiscrimination;D0.Synthesis.RoleAssignmentNarrowing;D0.Synthesis.DarkEOSMagnitudeFree
D0-LEFSCHETZ-ZONE-EXCLUSION-001,26.6,100,BALLAST,0,0,0,0,True,0.0,17.6,9.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_01,D0.Synthesis.LefschetzZoneExclusion
D0-SCENE-001,26.4,100,BALLAST,0,6,0,0,True,14.9,11.5,0.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_01/02,D0.Combinatorics.Tripartite
D0-LEPTON-RIEMANN-HURWITZ-BRANCH-INDEX-001,26.3,100,BALLAST,0,1,1,1,False,5.3,17.0,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_04,D0.Matter.LeptonRiemannHurwitzBranchIndex
D0-SPECTRAL-ACTION-ADMISS-001,26.3,55,BALLAST,6,0,8,4,False,11.5,9.0,4.0,1.8,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_07,D0.Geometry.SpectralActionAdmissibility
D0-HYPERCHARGE-FLOW-LATTICE-001,26.2,100,BALLAST,1,2,0,0,True,8.4,12.3,4.0,1.5,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_04,D0.Matter.HyperchargeFlowLattice
D0-ZONE-IS-GENERATION-001,26.2,100,BALLAST,0,0,1,1,False,0.0,17.2,9.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_04,D0.Synthesis.ZoneIsGeneration
D0-X5-EXTENSION-001,26.1,100,BALLAST,2,1,0,0,True,6.5,12.7,4.0,3.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_00,D0.Extensions.X5.Base
D0-OPERATOR-EDGE-STIFFNESS-ORIGIN-001,26.0,100,BALLAST,3,0,2,2,False,8.2,16.3,0.0,1.5,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_08,D0.Geometry.EdgeStiffnessOrigin
D0-NOGO-LIGO-DISCOVERY-001,26.0,55,BALLAST,0,0,0,,,0.0,6.0,20.0,0.0,0.0,,,PYTHON_CERTIFIED,NO-GO,BOOK_07,
D0-GRAVASTAR-GW-FALSIFIER-001,26.0,55,BALLAST,0,0,0,,,0.0,6.0,20.0,0.0,0.0,,,PYTHON_CERTIFIED,EMPIRICAL-PASSPORT,BOOK_09,
D0-GAP-LABEL-GENERICITY-NOGO-001,26.0,55,BALLAST,0,0,0,,,0.0,6.0,20.0,0.0,0.0,,,PYTHON_CERTIFIED,NO-GO,BOOK_02,
D0-VNEXT-33-SCENE-ANCHOR-OWNER-001,25.9,100,BALLAST,3,2,0,0,True,8.4,9.0,4.0,4.5,0.0,,,LEAN_PROVED,CORE_BRIDGE_SPLIT,BOOK_02,D0.VNext.AFSceneAnchorDimensionAudit
D0-MASTER-EVOLUTION-001,25.8,100,BALLAST,1,1,22,9,False,5.3,16.3,4.0,0.2,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_00/01/03/06/07/08,D0.Dynamics.MasterEvolutionTheorem
D0-HULL-001,25.8,100,BALLAST,0,3,1,1,False,10.6,11.2,4.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_00/01,D0.Claims.KTheoryGapModule
D0-CANONICAL-RENORMALIZATION-SPECTRAL-TOWER-001,25.8,100,BALLAST,1,2,1,1,False,8.4,12.7,4.0,0.8,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_02,D0.Geometry.FibonacciBratteliRefinement
D0-RAW-COMMUTANT-WEDDERBURN-001,25.8,100,BALLAST,3,3,1,1,False,10.6,9.0,4.0,2.2,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_04,D0.Extensions.RawCommutantWedderburn
D0-VNEXT-ISOMETRIC-DIRAC-TOWER-OWNER-001,25.8,45,DRIFT,0,2,1,1,False,8.4,13.4,4.0,0.0,0.0,,,LEAN_PROVED,PROOF-TARGET,BOOK_02,D0.VNext.PerronGNSTower
D0-COSMO-ZERO-MEAN-UNDERDENSE-001,25.6,100,BALLAST,1,0,0,0,True,4.1,20.0,0.0,1.5,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_08,D0.Cosmology.ZeroMeanModes
D0-COSMO-TRANSIENT-ACCELERATION-001,25.6,100,BALLAST,1,0,0,0,True,4.1,20.0,0.0,1.5,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_08,D0.Cosmology.TransientAcceleration
D0-COSMO-JACOBIAN-INSTABILITY-001,25.6,100,BALLAST,1,0,0,0,True,4.1,20.0,0.0,1.5,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_08,D0.Cosmology.LinearizedEntropyFlow
D0-COSMO-JACOBIAN-SIGN-001,25.6,100,BALLAST,1,0,0,0,True,4.1,20.0,0.0,1.5,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_08,D0.Cosmology.EntropyJacobianSign
D0-COSMO-FLOOR-PROJECTION-001,25.6,100,BALLAST,1,0,0,0,True,4.1,20.0,0.0,1.5,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_08,D0.Cosmology.FloorMassProjection
D0-GAUGE-YANG-MILLS-KILLING-POSITIVITY-001,25.6,70,BALLAST,1,0,0,0,True,4.1,20.0,0.0,1.5,0.0,,,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,BRIDGE-ASSUMPTIONS-EXPLICIT,BOOK_08,D0.Gauge.YangMillsKillingPositivity
D0-GENERATION-RAYS-001,25.5,100,BALLAST,0,0,1,1,False,0.0,14.5,11.0,0.0,0.0,,,LEAN_PROVED,NO_GO_PROVED,BOOK_04,D0.Spectrum.GenerationSpectralRays
D0-TORAL-LUCAS-PERIODIC-SEED-OWNER-001,25.5,100,BALLAST,1,3,2,2,False,10.6,10.4,4.0,0.5,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_01,D0.Geometry.ToralLucasPeriodicSeed
D0-GRAPH-SPACE-NO-ISOMETRY-001,25.5,100,BALLAST,0,0,0,0,True,0.0,14.5,11.0,0.0,0.0,,,LEAN_PROVED,NO-GO,BOOK_01,D0.Foundation.GraphSpaceNoIsometry
D0-ALPHA-ZETA-RESIDUE-001,25.3,100,BALLAST,0,4,1,1,False,12.3,9.0,4.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_03,D0.Spectral.ZetaResidueAlpha
D0-FORGETTING-CHANNEL-PTP-001,25.3,100,BALLAST,0,1,0,0,True,5.3,20.0,0.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_06,D0.Probability.ForgettingChannelPTP
D0-BARYON-ASYMMETRY-DELTA0-001,25.3,100,BALLAST,0,4,0,0,True,12.3,9.0,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_04,D0.Matter.TickS3BaryonAsymmetry
D0-SM-ANOMALY-CANCELLATION-OWNER-001,25.3,100,BALLAST,0,4,1,1,False,12.3,9.0,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_04,D0.Matter.HyperchargeGraphFlowOwner
D0-FIVE-PRIMITIVE-DEPENDENCE-001,25.3,100,BALLAST,1,1,0,0,True,5.3,14.5,4.0,1.5,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_05,D0.Extensions.FivePrimitiveSemanticDependence
D0-LEPTON-WITNESS-BRANCH-001,25.3,100,BALLAST,0,0,0,0,True,0.0,16.3,9.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_03/04,D0.TasksCenterAttack.LeptonWitnessBranchConstruction
D0-ZONE-COUNT-MULTIPLICATIVE-001,25.3,100,BALLAST,0,0,0,0,True,0.0,16.3,9.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_01,D0.Synthesis.ZoneCountFromSpectrum;D0.Synthesis.ZoneCountCompleteness
D0-EQUIVARIANT-MATRIX-STRUCTURE-001,25.3,100,BALLAST,0,1,3,3,False,5.3,20.0,0.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_02,D0.Synthesis.EquivariantMatrixStructure
D0-RIEMANN-AXIS-M1-001,25.3,70,BALLAST,0,0,1,1,False,0.0,16.3,9.0,0.0,0.0,,,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,BRIDGE-ASSUMPTIONS-EXPLICIT,BOOK_05,D0.Spectral.CriticalAxisM1
D0-ARCHIVE-LAPLACIAN-001,25.2,100,BALLAST,1,2,2,2,False,8.4,16.3,0.0,0.5,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_07,D0.Geometry.ArchiveLaplacianProperties
D0-POSTCORE-EXTENSION-CATEGORY-001,25.2,100,BALLAST,0,1,0,0,True,5.3,15.9,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_05,D0.Extensions.AdmissibleExtensionCategory
D0-NONABELIAN-SEAM-001,25.1,100,BALLAST,0,2,0,0,True,8.4,12.7,4.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_08,D0.Claims.NonabelianSeamGap
D0-GAP-LABELING-OWNER-EDGE-001,25.1,55,BALLAST,0,2,0,,,8.4,6.0,4.0,0.0,6.7,,"Bellissard gap labelling is measurable in Fibonacci quasicrystals, so this is the one laboratory-accessible channel the corpus touches. DEMOTED 2026-07 from weight 3: the D0 label set was checked and is the GENERIC module Z+Z/phi, identical for any Fibonacci hull, so it discriminates nothing (D0-GAP-LABEL-GENERICITY-NOGO-001). The channel stays open only if a forced gap-opening SUBSET is derived.",PYTHON_CERTIFIED,CERT-CLOSED,BOOK_07/01,
D0-Q8-TERMINAL-FOURIER-001,24.9,100,BALLAST,2,1,0,0,True,6.5,11.4,4.0,3.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_01,D0.UnifiedFiniteCore.Q8Terminal
D0-COMPACTNESS-LIMIT-001,24.9,55,BALLAST,0,6,0,,,14.9,6.0,4.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_07,
D0-CONNES-DISTANCE-GEODESIC-001,24.9,55,BALLAST,0,6,0,,,14.9,6.0,4.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_07,
D0-DELTA-ALPHA-SEAM-CLOSED-001,24.9,55,BALLAST,0,6,0,,,14.9,6.0,4.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_02,
D0-VNEXT-AF-D0-FESHBACH-COMPRESSION-OWNER-001,24.9,55,BALLAST,0,6,0,,,14.9,6.0,4.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_02,
D0-GAP-W-COPY-CAP-M1-001,24.9,45,DRIFT,0,0,10,3,False,0.0,15.9,9.0,0.0,0.0,,,LEAN_PROVED,PROOF-TARGET,BOOK_01,D0.Core.WitnessForcing
D0-CARRIER-FULL-FORCING-001,24.7,100,BALLAST,0,0,1,1,False,0.0,11.7,13.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_01/03,D0.Synthesis.CarrierForcing
D0-LEPTON-INDIRECT-COEFFICIENT-OWNER-001,24.7,5,DRIFT,0,14,0,,,20.7,0.0,4.0,0.0,0.0,,,OPEN,PROOF-TARGET,BOOK_04,
D0-HYPERCHARGE-GRAPH-FLOW-OWNER-001,24.7,5,DRIFT,0,14,0,,,20.7,0.0,4.0,0.0,0.0,,,OPEN,PROOF-TARGET,BOOK_04,
D0-ARCHIVE-STRESS-REP-001,24.6,100,BALLAST,1,0,3,2,False,4.1,20.0,0.0,0.5,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_07,D0.Geometry.ArchiveStressRepresentative
D0-COSMO-VOLUME-FLOOR-BOUND-001,24.6,100,BALLAST,1,0,2,2,False,4.1,20.0,0.0,0.5,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_08,D0.Cosmology.ArchiveVolumeBounds
D0-COSMO-CONCRETE-FLOW-001,24.6,100,BALLAST,1,0,2,2,False,4.1,20.0,0.0,0.5,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_08,D0.Cosmology.ConcreteEntropyArchiveFlow
D0-C-LIGHTCONE-PERCOLATION-OWNER-001,24.6,100,BALLAST,0,2,0,0,True,8.4,12.2,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_06,D0.Cosmology.CLightconePercolationOwner
D0-QM-BORN-001,24.6,70,BALLAST,1,0,2,2,False,4.1,20.0,0.0,0.5,0.0,,,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,BRIDGE-ASSUMPTIONS-EXPLICIT,BOOK_02,D0.Born
D0-QM-BORN-002,24.6,70,BALLAST,1,0,2,2,False,4.1,20.0,0.0,0.5,0.0,,,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,BRIDGE-ASSUMPTIONS-EXPLICIT,BOOK_02,D0.Born
D0-INTRINSIC-QUOTIENT-RECONSTRUCTION-001,24.5,100,BALLAST,1,4,10,4,False,12.3,11.9,0.0,0.3,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_01/02/04/08,D0.Synthesis.IntrinsicQuotientReconstruction
D0-MATTER-SOURCE-NEUTRALITY-001,24.5,100,BALLAST,1,0,5,3,False,4.1,20.0,0.0,0.4,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_04/08,D0.Matter.GeneratedMatterSource
D0-WINDOW44-GROUP-SPECTRUM-001,24.5,100,BALLAST,1,2,0,0,True,8.4,10.6,4.0,1.5,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_01/04,D0.Claims.Window44GroupSpectrum
D0-INTERPRETATION-SPINE-001,24.3,100,BALLAST,1,0,20,6,False,4.1,20.0,0.0,0.2,0.0,,,LEAN_PROVED,CORE_BRIDGE_SPLIT,BOOK_00/08,D0.Bridge.InterpretationSpine
D0-EW-WINDOW-FORCING-001,24.3,55,BALLAST,0,1,0,,,5.3,6.0,13.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_07,
D0-SUBCRITICAL-TRACE-CLASS-001,24.1,100,BALLAST,0,1,10,5,False,5.3,18.8,0.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_02,D0.Spectral.SubcriticalTraceClass
D0-ARCHIVE-ACTION-001,24.0,100,BALLAST,0,0,1,1,False,0.0,20.0,4.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_07,D0.Geometry.ArchiveActionFunctional
D0-CVFT-F6,24.0,100,BALLAST,0,0,0,0,True,0.0,20.0,4.0,0.0,0.0,,,LEAN_PROVED,CORE_BRIDGE_SPLIT,BOOK_04/07,D0.VNext2.GaugeBoundaryCommutator
D0-CVFT-F7,24.0,100,BALLAST,0,0,0,0,True,0.0,20.0,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_07,D0.CVFT.BoundaryRankLocalization
D0-GRAV-005,24.0,100,BALLAST,0,0,1,1,False,0.0,20.0,4.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_07,D0.Gravity.OpticalJetBackreaction
D0-IM-COSMO-004,24.0,100,BALLAST,0,0,2,2,False,0.0,20.0,4.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_08,D0.IM.LogdetSecondResponse
D0-QUANT-MET-001,24.0,100,BALLAST,0,0,1,1,False,0.0,20.0,4.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,METROLOGY,D0.Metrology.QuantumLimits
D0-NOAXION-001,24.0,100,BALLAST,0,0,0,0,True,0.0,20.0,4.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_05/08,D0.Topology.FiniteCochainNoAxion
D0-BOOK04-SELECTORS-001,24.0,100,BALLAST,0,0,0,0,True,0.0,20.0,4.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_04,D0.Claims.Book04Selectors
D0-VNEXT-JOINT-DIRAC-SCALE-SELECTION-OWNER-001,24.0,100,BALLAST,0,0,0,0,True,0.0,9.0,15.0,0.0,0.0,,,LEAN_PROVED,NO-GO,BOOK_02,D0.VNext.AFD0SpectralInvariantComparison
D0-VNEXT2-SCENE-NATIVE-REFINEMENT-OWNER-001,24.0,100,BALLAST,0,0,1,1,False,0.0,9.0,15.0,0.0,0.0,,,LEAN_PROVED,NO-GO,BOOK_02,D0.VNext2.SceneNativeRefinementClassification
D0-VNEXT2-TRIPARTITE-PATH-TOWER-OWNER-001,24.0,100,BALLAST,0,0,1,1,False,0.0,9.0,15.0,0.0,0.0,,,LEAN_PROVED,NO-GO,BOOK_02,D0.VNext2.SceneNativeRefinementClassification
D0-VNEXT2-SCENE-XI-INTERTWINER-OWNER-001,24.0,100,BALLAST,0,0,1,1,False,0.0,9.0,15.0,0.0,0.0,,,LEAN_PROVED,NO-GO,BOOK_02,D0.VNext2.SceneNativeRefinementClassification
D0-VNEXT2-SCENE-NATIVE-CLOSURE-BOUNDARY-001,24.0,100,BALLAST,0,0,1,1,False,0.0,9.0,15.0,0.0,0.0,,,LEAN_PROVED,NO-GO,BOOK_02,D0.VNext2.SceneNativeRefinementClassification
D0-CARRIER-003,24.0,70,BALLAST,0,0,0,0,True,0.0,20.0,4.0,0.0,0.0,,,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,CORE_BRIDGE_SPLIT,D0_OPERATOR_BRIDGE_TRIPLE_CLOSURE,D0.Algebra.Clifford
D0-SMOOTH-001,24.0,70,BALLAST,0,0,0,0,True,0.0,20.0,4.0,0.0,0.0,,,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,BRIDGE-ASSUMPTIONS-EXPLICIT,D0_OPERATOR_BRIDGE_TRIPLE_CLOSURE,D0.Bridge.SmoothMetricBridge
D0-PASSPORT-CORE13-001,24.0,55,BALLAST,0,0,0,,,0.0,6.0,18.0,0.0,0.0,,,PYTHON_CERTIFIED,EMPIRICAL-PASSPORT,BOOK_04,
D0-PASSPORT-PDG-STRICT-001,24.0,55,BALLAST,0,0,0,,,0.0,6.0,18.0,0.0,0.0,,,PYTHON_CERTIFIED,EMPIRICAL-PASSPORT,BOOK_04/05,
D0-PMNS-DELTA0-NUFIT-001,24.0,55,BALLAST,0,0,0,,,0.0,6.0,18.0,0.0,0.0,,,PYTHON_CERTIFIED,EMPIRICAL-PASSPORT,BOOK_04,
D0-HIGGS-CUBE-DIAGONAL-001,24.0,55,BALLAST,0,0,0,,,0.0,6.0,18.0,0.0,0.0,,,PYTHON_CERTIFIED,BRIDGE-CALIBRATION,BOOK_04,
D0-SMOOTH-QUANTUM-METRIC-PASSPORT-001,24.0,55,BALLAST,0,0,0,,,0.0,6.0,18.0,0.0,0.0,,,PYTHON_CERTIFIED,PASSPORT-CLOSED,BOOK_07,
D0-ECHO-NEGATIVE-CONTROL-PROTOCOL-001,24.0,55,BALLAST,0,0,0,,,0.0,6.0,18.0,0.0,0.0,,,PYTHON_CERTIFIED,PASSPORT-CLOSED,BOOK_07,
D0-SMOOTH-MANIFOLD-FORMALISM-PASSPORT-001,24.0,55,BALLAST,0,0,0,,,0.0,6.0,18.0,0.0,0.0,,,PYTHON_CERTIFIED,PASSPORT-CLOSED,BOOK_07,
D0-COMPOSITION-REAL-QUOTIENT-EQUIVALENCE-001,24.0,55,BALLAST,0,0,0,,,0.0,6.0,18.0,0.0,0.0,,,PYTHON_CERTIFIED,PASSPORT-CLOSED,BOOK_02,
D0-UNIFIED-EDGE-SPINE-001,24.0,45,DRIFT,0,0,3,1,False,0.0,20.0,4.0,0.0,0.0,,,LEAN_PROVED,PROOF-TARGET,BOOK_04,D0.UnifiedFiniteCore.UnifiedTheorem
D0-COMPLETION-RESIDUAL-COLLAPSE-001,23.9,45,DRIFT,0,1,2,2,False,5.3,18.6,0.0,0.0,0.0,,,LEAN_PROVED,PROOF-TARGET,BOOK_04,D0.Representation.CompletionResidualCollapse
D0-UNITY-SPLIT-SPACETIME-001,23.8,100,BALLAST,0,1,1,1,False,5.3,14.5,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_01,D0.Synthesis.UnitySplitSpacetime
D0-TOTAL-EXTENSION-PRIMITIVES-MINIMALITY-001,23.8,100,BALLAST,0,0,0,0,True,0.0,10.8,13.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_00,D0.Verification.TotalExtensionPrimitiveMinimality
D0-X5-ALPHA-BOUNDARY-001,23.8,70,BALLAST,0,1,5,4,False,5.3,14.5,4.0,0.0,0.0,,,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,BRIDGE-ASSUMPTIONS-EXPLICIT,BOOK_02,D0.Extensions.X5.AlphaBoundary
D0-QUASI002-PHASON-STRAIN-GENERATIONS-BARYON-001,23.7,100,BALLAST,2,0,1,1,False,6.5,11.8,4.0,1.5,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_02/04/05/08,D0.Matter.PhasonStrainGenerations
D0-BARYON-S3-SYM-001,23.7,100,BALLAST,2,0,1,1,False,6.5,11.8,4.0,1.5,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_04,D0.Matter.PhasonStrainGenerations
D0-EDGE-COVER-FAMILY-001,23.7,100,BALLAST,0,0,0,0,True,0.0,12.7,11.0,0.0,0.0,,,LEAN_PROVED,NO-GO,BOOK_04,D0.Integration.V15.EdgeAudit
D0-METRO-002,23.7,55,BALLAST,0,5,0,,,13.7,6.0,4.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,METROLOGY,
D0-ALPHA-ALG-CLOSED-001,23.7,55,BALLAST,0,5,0,,,13.7,6.0,4.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_02,
D0-YUKAWA-SHELL-OVERLAP-MATRIX-001,23.6,100,BALLAST,0,3,0,0,True,10.6,9.0,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_04,D0.Matter.YukawaShellOverlapMatrix
D0-DARK-RATIO-TRANSFER-OWNER-001,23.6,100,BALLAST,0,2,0,0,True,8.4,11.2,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_08,D0.Cosmology.DarkArchiveTransfer
D0-ARCHIVE-PHASON-METRIC-TRANSFER-OWNER-001,23.6,100,BALLAST,0,2,0,0,True,8.4,11.2,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_08,D0.Cosmology.DarkArchiveTransfer
D0-COSMOLOGY-INTERNAL-TRANSFER-COMPOSITION-001,23.6,100,BALLAST,0,2,0,0,True,8.4,11.2,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_08,D0.Cosmology.DarkArchiveTransfer
D0-AUTOMORPHISM-HODGE-SDE-DECOMPOSITION-001,23.3,100,BALLAST,0,3,22,7,False,10.6,12.7,0.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_01/02/08,D0.Synthesis.AutomorphismHodgeSDEDecomposition
D0-TORUS-SHELL-ATTACHMENT-001,23.3,100,BALLAST,1,0,1,1,False,4.1,18.4,0.0,0.8,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_04/06,D0.Geometry.TorusShellAttachment
D0-CASCADE-CHAIN-SCAFFOLD-001,23.3,100,BALLAST,2,1,5,2,False,6.5,15.9,0.0,1.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_01,D0.Foundation.CascadeChain
D0-DELONE-PHI-001,23.1,100,BALLAST,0,1,2,2,False,5.3,17.8,0.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_01,D0.Topology.DeloneInstance
D0-AMS-HEAVY-NUCLEI-PASSPORT-001,23.0,100,BALLAST,0,0,0,0,True,0.0,9.0,14.0,0.0,0.0,,,LEAN_PROVED,EMPIRICAL-PASSPORT,BOOK_05,D0.Integration.V15.PhysicalBoundary
D0-CMB-PHASON-SPECTRUM-OWNER-001,23.0,5,DRIFT,0,11,0,,,19.0,0.0,4.0,0.0,0.0,,,OPEN,PROOF-TARGET,BOOK_08,
D0-TORAL-INTEGRAL-CONJUGACY-OWNER-001,22.9,100,BALLAST,2,2,1,1,False,8.4,9.0,4.0,1.5,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_01,D0.Geometry.ToralIntegralConjugacy
D0-JY-NONCOMMUTATIVE-ORDER-OBSTRUCTION-001,22.7,100,BALLAST,2,1,1,1,False,6.5,10.7,4.0,1.5,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_06,D0.Evolution.JYNoncommutativeOrderObstruction
D0-TIME-ARROW-ORDERED-SELF-READOUT-001,22.7,100,BALLAST,2,1,1,1,False,6.5,10.7,4.0,1.5,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_06,D0.Evolution.JYNoncommutativeOrderObstruction
D0-ROOT-OPERATOR-SEMANTIC-DEPENDENCE-001,22.7,100,BALLAST,0,1,0,0,True,5.3,13.4,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_05,D0.Verification.RootOperatorSemanticDependence
D0-SCENE-SPECTRAL-ACTION-001,22.7,100,BALLAST,0,3,7,6,False,10.6,12.1,0.0,0.0,0.0,,,LEAN_PROVED,CORE-FORMALIZED,BOOK_07,D0.Synthesis.SceneSpectralAction
D0-CKM-CLASS5-SELECTOR-OWNER-001,22.6,100,BALLAST,0,2,1,1,False,8.4,10.2,4.0,0.0,0.0,,,LEAN_PROVED,CERT-CLOSED,BOOK_04,D0.Matter.CKMClass5SelectorOwner
D0-SCENE-STEP-PARITY-001,22.4,100,BALLAST,0,0,0,0,True,0.0,9.0,0.0,0.0,13.4,,The +2 address step as an orientability condition (a +1 splice would need an exogenous Z2 orientation bit) - the load-bearing parity argument under the whole scene selection.,LEAN_PROVED,CORE-FORMALIZED,BOOK_01,D0.Foundation.SceneStepParity
D0-KTHEORY-001,22.3,55,BALLAST,0,4,0,,,12.3,6.0,4.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_00/01/02/04/05/06,
D0-MODULAR-TIME-FLAVOR-001,22.3,55,BALLAST,0,4,0,,,12.3,6.0,4.0,0.0,0.0,,,PYTHON_CERTIFIED,CERT-CLOSED,BOOK_06,
